pmid,doi,year,journal,title,abstract,pubtypes,authors,screening_reasons,screening_reasons
37455996,10.1016/j.heliyon.2023.e17690,2023,Heliyon,Prediction of immune and targeted drug efficacy in pain-related risk subtypes for bladder cancer patients.,"Bladder cancer is a complex disease with high morbidity and mortality rates. At least 430,000 cases are diagnosed annually worldwide. Cancer pain is the most common and distressing symptom in cancer patients. Studies have reported depression, anxiety, and decreased quality of life in survivors of various cancers. The study of pain-related genes in cancer patients may provide a basis for developing targeted drugs for cancer therapy, which could reduce pain and improve quality of life of cancer patients. In this study, the mRNA expression and clinical data of bladder cancer patients were downloaded from public databases. A total of 103 pain-related genes were also downloaded from the public databases. Univariate Cox regression analysis identified 17 pain-related genes that were significantly associated with overall survival. We calculated a pain-related risk score for each patient, constructed a bladder cancer pain risk model, and categorized bladder cancer patients into two risk subtypes. Differences in prognosis, differential gene expression, immune cell signatures, hallmarks, metabolic pathways, and somatic mutations between the different risk subtypes were systematically investigated. Eight drugs associated with bladder cancer risk subtypes were identified. Their differences in the high- and low-risk subtypes of bladder cancer were examined. In addition, the response to immunotherapy was analyzed in patients with different pain-related subtypes. Results revealed significant differences in these characteristics. Finally, a predictive model for pain-related risk subtypes in patients with bladder cancer was established. The study findings provide a reference for prognostication and personalized medical treatment of bladder cancer patients.© 2023 The Authors.",Journal Article,Wang Y; Kong Q; Li M; Gu J; Chen J; Yang L; Chi M,not_signature_like_title,not_signature_like_title
37138324,10.1186/s12967-023-04151-1,2023,Journal of translational medicine,The potential crosstalk between tumor and plasma cells and its association with clinical outcome and immunotherapy response in bladder cancer.,"Although immunotherapy is effective in improving the clinical outcomes of patients with bladder cancer (BC), it is only effective in a small percentage of patients. Intercellular crosstalk in the tumor microenvironment strongly influences patient response to immunotherapy, while the crosstalk patterns of plasma cells (PCs) as endogenous antibody-producing cells remain unknown. Here, we aimed to explore the heterogeneity of PCs and their potential crosstalk patterns with BC tumor cells.Crosstalk patterns between PCs and tumor cells were revealed by performing integrated bulk and single-cell RNA sequencing (RNA-seq) and spatial transcriptome data analysis. A risk model was constructed based on ligand/receptor to quantify crosstalk patterns by stepwise regression Cox analysis.Based on cell infiltration scores inferred from bulk RNA-seq data (n = 728), we found that high infiltration of PCs was associated with better overall survival (OS) and response to immunotherapy in BC. Further single-cell transcriptome analysis (n = 8; 41,894 filtered cells) identified two dominant types of PCs, IgG1 and IgA1 PCs. Signal transduction from tumor cells of specific states (stress-like and hypoxia-like tumor cells) to PCs, for example, via the LAMB3/CD44 and ANGPTL4/SDC1 ligand/receptor pairs, was validated by spatial transcriptome analysis and associated with poorer OS as well as nonresponse to immunotherapy. More importantly, a ligand/receptor pair-based risk model was constructed and showed excellent performance in predicting patient survival and immunotherapy response.PCs are an important component of the tumor microenvironment, and their crosstalk with tumor cells influences clinical outcomes and response to immunotherapies in BC patients.© 2023. The Author(s).","Journal Article; Research Support, Non-U.S. Gov't",Long F; Wang W; Li S; Wang B; Hu X; Wang J; Xu Y; Liu M; Zhou J; Si H,not_signature_like_title,not_signature_like_title
37072750,10.1186/s12885-023-10828-z,2023,BMC cancer,"Identification of immunotherapy-related lncRNA signature for predicting prognosis, immunotherapy responses and drug candidates in bladder cancer.","Bladder cancer (BC) is one of the most common malignant diseases and the most common causes of cancer death worldwide. Immunotherapy has opened new avenues for precision treatment of bladder tumours, and immune checkpoint inhibitors (ICIs) have revolutionized the clinical treatment strategy of bladder tumours. In addition, long non-coding RNA (lncRNA) plays an important role in regulating tumour development and immunotherapy efficacy.We obtained genes with significant differences between anti-PD-L1 response and non-response from the Imvogor210 data set and combined with the bladder cancer expression data in the TCGA cohort to obtain immunotherapy-related lncRNA. Based on these lncRNAs, the prognostic risk model of bladder cancer was constructed and verified by GEO external data set. The characterization of immune cell infiltration and immunotherapy effects between high-risk and low-risk groups were then analysed. We predicted the ceRNA network and performed molecular docking of key target proteins. The functional experiments verified the function of SBF2-AS1.Three immunotherapy-related lncRNAs were identified as independent prognostic biomarkers for bladder cancer and a prognostic model of immunotherapy-related prognosis was constructed. Prognosis, immune cell infiltration, and immunotherapy efficacy were significantly different between high- and low-risk groups based on risk scores. Additionally, we established a ceRNA network of lncRNA(SBF2-AS1)-miRNA(has-miR-582-5p)-mRNA (HNRNPA2B1). Targeting the protein HNRNPA2B1 identified the top eight small molecule drugs with the highest affinity.We developed a prognostic risk score model based on immune-therapy-related lncRNA, which was subsequently determined to be significantly associated with immune cell infiltration and immunotherapy response. This study not only helps to promote our understanding of immunotherapy-related lncRNA in the prognosis of BC, but also provides new ideas for clinical immunotherapy and the development of novel therapeutic drugs for patients.© 2023. The Author(s).",Journal Article,Hui P; Ni F; Zheng L; Jia L; Wang Z,non_mrna_title,non_mrna_title
36978709,10.3390/bioengineering10030318,2023,"Bioengineering (Basel, Switzerland)",Development of a Molecular-Subtype-Associated Immune Prognostic Signature That Can Be Recognized by MRI Radiomics Features in Bladder Cancer.,"Background: Bladder cancer (BLCA) is highly heterogeneous with distinct molecular subtypes. This research aimed to investigate the heterogeneity of different molecular subtypes from a tumor microenvironment perspective and develop a molecular-subtype-associated immune prognostic signature that can be recognized by MRI radiomics features. Methods: Individuals with BLCA in The Cancer Genome Atlas (TCGA) and IMvigor210 were classified into luminal and basal subtypes according to the UNC classification. The proportions of tumor-infiltrating immune cells (TIICs) were examined using The Cell Type Identification by Estimating Relative Subsets of RNA Transcripts algorithm. Immune-linked genes that were expressed differentially between luminal and basal subtypes and associated with prognosis were selected to develop the immune prognostic signature (IPS) and utilized for the classification of the selected individuals into low- and high-risk groups. Functional enrichment analysis (GSEA) was performed on the IPS. The data from RNA-sequencing and MRI images of 111 BLCA samples in our center were utilized to construct a least absolute shrinkage and selection operator (LASSO) model for the prediction of patients' IPSs. Results: Half of the TIICs showed differential distributions between the luminal and basal subtypes. IPS was highly associated with molecular subtypes, critical immune checkpoint gene expression, prognoses, and immunotherapy response. The prognostic value of the IPS was further verified through several validation data sets (GSE32894, GSE31684, GSE13507, and GSE48277) and meta-analysis. GSEA revealed that some oncogenic pathways were co-enriched in the group at high risk. A novel performance of a LASSO model developed as per ten radiomics features was achieved in terms of IPS prediction in both the validation (area under the curve (AUC): 0.810) and the training (AUC: 0.839) sets. Conclusions: Dysregulation of TIICs contributed to the heterogeneity between the luminal and basal subtypes. The IPS can facilitate molecular subtyping, prognostic evaluation, and personalized immunotherapy. A LASSO model developed as per the MRI radiomics features can predict the IPSs of affected individuals.",Journal Article,Liu S; Chen H; Zheng Z; He Y; Yao X,imaging_or_pathology,imaging_or_pathology
36237132,10.1002/cam4.5344,2023,Cancer medicine,A pyroptosis-related lncRNA signature in bladder cancer.,"Pyroptosis, a type of programmed cell death, is implicated in the tumorigenesis, development and migration of cancer, which can be regulated by long non-coding RNAs (lncRNAs). Our research aimed to investigate the prognostic role of pyroptosis-related lncRNAs and the relationship to the tumor immune microenvironment through bioinformatics analysis.The clinical and RNA-sequencing data of bladder cancer patients were downloaded from The Cancer Genome Atlas (TCGA). And 412 bladder cancer subjects with clinical information were divided into training and testing cohort. And 52 reported pyroptosis-related genes were used to screen pyroptosis-related lncRNAs. A pyroptosis-related lncRNA signature was constructed based on Cox regression analyses.A 9-pyroptosis-related-lncRNA signature was identified to separate patients with bladder cancer into two groups. The prognosis of bladder cancer patients in the high-risk group was significantly inferior compared with those in the low-risk group. Risk scores were validated to develop an independent prognostic indicator based on multivariate Cox regression analysis. Receiver operating characteristic curve (ROC) analysis examined the signature on overall survival. The area under time-dependent ROC curve (AUC) at 1-, 3, and 5-years measured 0.747, 0.783, and 0.768, respectively. Analysis of the immune landscape and PD-L1 expression showed that PD-L1 is upregulated in the high-risk group. The immunocyte subtypes of the two groups were different.A novel pyroptosis-related lncRNA signature was identified with prognostic value for bladder cancer patients. Pyroptosis-related lncRNAs have a potential role in cancer immunology and may serve as prognostic or therapeutic targets.© 2022 The Authors. Cancer Medicine published by John Wiley & Sons Ltd.","Journal Article; Research Support, Non-U.S. Gov't",Wang P; Wang Z; Zhu L; Sun Y; Castellano L; Stebbing J; Yu Z; Peng L,non_mrna_title,non_mrna_title
36685947,10.3389/fgene.2022.1082691,2022,Frontiers in genetics,A novel cuproptosis-related lncRNA signature predicts prognosis and therapeutic response in bladder cancer.,"Bladder cancer (BC) ranks the tenth in the incidence of global tumor epidemiology. LncRNAs and cuproptosis were discovered to regulate the cell death. Herein, we downloaded transcriptome profiling, mutational data, and clinical data on patients from The Cancer Genome Atlas (TCGA). High- and low-risk BC patients were categorized. Three CRLs (AL590428.1, AL138756.1 and GUSBP11) were taken into prognostic signature through least absolute shrinkage and selection operator (LASSO) Cox regression. Worse OS and PFS were shown in high-risk group (p < 0.05). ROC, independent prognostic analyses, nomogram and C-index were predicted via CRLs. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) analysis indicated IncRNAs play a biological role in BC progression. Immune-related functions showed the high-risk group received more benefit from immunotherapy and had stronger immune responses, and the overall survival was better (p < 0.05). Finally, a more effective outcome (p < 0.05) was found from clinical immunotherapy via the TIDE algorithm and many potential anti-tumor drugs were identified. In our study, the cuproptosis-related signature provided a novel tool to predict the prognosis in BC patients accurately and provided a novel strategy for clinical immunotherapy and clinical applications.Copyright © 2023 Cai, Xie, Yan, Huang, Tang, Cao, Wang, Yang, Wen, Tan, Zhang and Shen.",Journal Article,Cai J; Xie H; Yan Y; Huang Z; Tang P; Cao X; Wang Z; Yang C; Wen J; Tan M,non_mrna_title,non_mrna_title
36595859,10.1097/MD.0000000000032558,2022,Medicine,A prognostic risk prediction model based on ferroptosis-related long non-coding RNAs in bladder cancer: A bulk RNA-seq research and scRNA-seq validation.,"To construct a prognostic risk model of bladder cancer (BC) from the perspective of long non-coding RNAs (lncRNAs) and ferroptosis, in order to guide clinical prognosis and identify potential therapeutic targets.In-hours BC samples were collected from 4 patients diagnosed with BC, who underwent radical cystectomy. Single cell transcriptome sequencing was performed and Seurat package were used for quality control and secondary analysis. LncRNAs expression profiles of BC samples were extracted from The Cancer Genome Atlas database. And sex, age, tumor, node, metastasis stage and other clinical data was downloaded at the same time. Ferroptosis-related lncRNAs were identified by co-expression analysis. We constructed a risk model by Cox regression and least absolute shrinkage and selection operator regression analyses. The predictive strength of the risk model for overall survival (OS) of patients with BC was evaluated by the log-rank test and Kaplan-Meier method. Finally, the enrichment analysis was performed and visualized.We identified and included 15 prognostic ferroptosis-related lncRNAs (AL356740.1, FOXC2AS1, ZNF528AS1, LINC02535, PSMB8AS1, AL590428.1, AP000347.2, OCIAD1-AS1, AP001347.1, AC104986.2, AC018926.2, LINC00867, AC099518.4, USP30-AS1, and ARHGAP5-AS1), to build our ferroptosis-related lncRNAs risk model. Using this risk model, BC patients were divided into high and low-risk groups, and their respective survival lengths were calculated. The results showed that the OS of the low-risk group was significantly longer than that of the high-risk group. A nomogram was utilized to predict the survival rate of BC patients. As indicated in the nomogram, risk score was the most important indicator of OS in patients with BC. The ferroptosis-related lncRNAs risk model is an independent tool for prognostic risk assessment in patients with BC. Single cell transcriptome sequencing suggests that ferroptosis-related lncRNAs express specifically in BC tumor microenvironment. AL356740.1, LINC02535 and LINC00867 were mainly expressed in tumor cells.The risk model based on the ferroptosis-related lncRNAs and the genomic clinico-pathological nomogram could be used to accurately predict the prognosis of patients with BC. The lncRNAs used to build this model might become potential therapeutic targets in the future.Copyright © 2022 the Author(s). Published by Wolters Kluwer Health, Inc.",Journal Article,Xiang X; Guo Y; Chen Z; Zhang F; Huang J; Qin Y,not_signature_like_title,not_signature_like_title
36505486,10.3389/fimmu.2022.1055304,2022,Frontiers in immunology,Comprehensive analysis of anoikis-related long non-coding RNA immune infiltration in patients with bladder cancer and immunotherapy.,"Anoikis is a form of programmed cell death or programmed cell death(PCD) for short. Studies suggest that anoikis involves in the decisive steps of tumor progression and cancer cell metastasis and spread, but what part it plays in bladder cancer remains unclear. We sought to screen for anoikis-correlated long non-coding RNA (lncRNA) so that we can build a risk model to understand its ability to predict bladder cancer prognosis and the immune landscape.We screened seven anoikis-related lncRNAs (arlncRNAs) from The Cancer Genome Atlas (TCGA) and designed a risk model. It was validated through ROC curves and clinicopathological correlation analysis, and demonstrated to be an independent factor of prognosis prediction by uni- and multi-COX regression. In the meantime, Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analysis, immune infiltration, and half-maximal inhibitory concentration prediction (IC50) were implemented with the model. Moreover, we divided bladder cancer patients into three subtypes by consensus clustering analysis to further study the differences in prognosis, immune infiltration level, immune checkpoints, and drug susceptibility.We designed a risk model of seven arlncRNAs, and proved its accuracy using ROC curves. COX regression indicated that the model might be an independent prediction factor of bladder cancer prognosis. KEGG enrichment analysis showed it was enriched in tumors and immune-related pathways among the people at high risk. Immune correlation analysis and drug susceptibility results indicated that it had higher immune infiltration and might have a better immunotherapy efficacy for high-risk groups. Of the three subtypes classified by consensus clustering analysis, cluster 3 revealed a positive prognosis, and cluster 2 showed the highest level of immune infiltration and was sensitive to most chemistries. This is helpful for us to discover more precise immunotherapy for bladder cancer patients.In a nutshell, we found seven arlncRNAs and built a risk model that can identify different bladder cancer subtypes and predict the prognosis of bladder cancer patients. Immune-related and drug sensitivity researches demonstrate it can provide individual therapeutic schedule with greater precision for bladder cancer patients.Copyright © 2022 Zhang, Li, Li, Zhou, Chen, Liu, Wang, Jiang, Wang, Liu, Zhao and Li.",Journal Article,Zhang YY; Li XW; Li XD; Zhou TT; Chen C; Liu JW; Wang L; Jiang X; Wang L; Liu M,not_signature_like_title,not_signature_like_title
36468020,10.3389/fgene.2022.1047004,2022,Frontiers in genetics,Clinical value of M1 macrophage-related genes identification in bladder urothelial carcinoma and in vitro validation.,"Background: Tumor microenvironment (TME) takes a non-negligible role in the progression and metastasis of bladder urothelial carcinoma (BLCA) and tumor development could be inhibited by macrophage M1 in TME. The role of macrophage M1-related genes in BLCA adjuvant therapy has not been studied well. Methods: CIBERSOR algorithm was applied for identification tumor-infiltrating immune cells (TICs) subtypes of subjects from The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) data sets. We identified potential modules of M1 macrophages by weighted gene co-expression network analysis (WGCNA). Nomogram was determined by one-way Cox regression and lasso regression analysis for M1 macrophage genes. The data from GEO are taken to verify the models externally. Kaplan-Meier and receiver operating characteristic (ROC) curves validated prognostic value of M1 macrophage genes. Finally, we divided patients into the low-risk group (LRG) and the high-risk group (HRG) based on the median risk score (RS), and the predictive value of RS in patients with BLCA immunotherapy and chemotherapy was investigated. Bladder cancer (T24, 5637, and BIU-87) and bladder uroepithelial cell line (SV-HUC-1) were used for in vitro validation. Reverse transcription-quantitative polymerase chain reaction (RT-qPCR) was employed to validate the associated genes mRNA level. Results: 111 macrophage M1-related genes were identified using WGCNA. RS model containing three prognostically significant M1 macrophage-associated genes (FBXO6, OAS1, and TMEM229B) was formed by multiple Cox analysis, and a polygenic risk model and a comprehensive prognostic line plot was developed. The calibration curve clarified RS was a good predictor of prognosis. Patients in the LRG were more suitable for programmed cell death protein 1 (PD1) and cytotoxic T lymphocyte associate protein-4 (CTLA4) combination immunotherapy. Finally, chemotherapeutic drug models showed patients in the LRG were more sensitive to gemcitabine and mitomycin. RT-qPCR result elucidated the upregulation of FBXO6, TMEM229B, and downregulation of OAS1 in BLCA cell lines. Conclusion: A predictive model based on M1 macrophage-related genes can help guide us in the treatment of BLCA.Copyright © 2022 Yu, Huang, Li, Ou, Xu and Kang.",Journal Article,Yu Y; Huang Y; Li C; Ou S; Xu C; Kang Z,not_signature_like_title,not_signature_like_title
36425941,10.1155/2022/5643496,2022,Journal of oncology,A New Prognostic Signature Constructed with Necroptosis-Related lncRNA in Bladder Cancer.,"Bladder cancer (BC) accounts for the most common urologic malignancy, leading to a heavy social burden over the world. We aim to search for a novel prognostic biomarker with necroptosis-related lncRNAs of bladder cancer in this study.We download the RNA-sequencing data and corresponding clinical information of BC patients from TCGA. We performed Pearson correlation analysis to identify necroptosis-related lncRNAs (NRlncRNAs). Then, we used univariate Cox regression, Lasso Cox analysis, and multivariate Cox regression to construct the optimal prognostic model. Next, we used Kaplan-Meier curves, Cox regression, receiver operating characteristic (ROC) curves, nomogram, and stratified survival analysis to evaluate the capacity of the prognostic signature. Furthermore, gene set enrichments in the signature and the correlation between prognostic signature and necroptosis genes, tumor microenvironment, immune infiltration, and immune checkpoints of BC were also explored.A 7-NRlncRNAs signature comprising FKBP14-AS1, AL731567.1, LINC02178, AC011503.2, LINC02195, AC068196.1, and AL136084.2 was constructed to predict the prognosis of BC in this research. Cox regression analysis showed that the signature could be an independent prognostic factor for BC patients (P < 0.001). Compared to other clinicopathological characteristics, this signature displayed a better capacity of prediction with the area under the curve (AUC) of 0.745. Stratified analysis using various clinical variables demonstrated that the prognostic signature has good clinical fitness. GSEA showed that focal adhesion and the WNT signaling pathway were enriched in the high-risk group. Immune infiltration analysis indicated that the signature was significantly inversely correlated with infiltration of CD8+ T cells and CD4+ T cells while positively correlated with macrophages and cancer associated fibroblasts. Immune checkpoint analysis revealed that the expressions of protective factors were significantly lower in the high-risk group, while expressions of cancer promotors were significantly higher in this group. The gene expression analysis displayed that necroptosis genes such as FADD, FAS, MYC, STAT3, PLK1, LEF1, EGFR, RIPK3, CASP8, BRAF, ID1, GATA3, MYCN, CD40, and TNFRSF21 were significantly different between the two groups.The 7-NRlncRNAs signature can predict the overall survival of BC and may provide help for the individualized treatment of BC patients.Copyright © 2022 Zuhu Yu et al.",Journal Article,Yu Z; Lu B; Gao H; Liang R,non_mrna_title,non_mrna_title
36451815,10.3389/fimmu.2022.1027449,2022,Frontiers in immunology,A novel cuproptosis-related lncRNA signature predicts the prognosis and immune landscape in bladder cancer.,"Bladder cancer (BLCA) is one of the deadliest diseases, with over 550,000 new cases and 170,000 deaths globally every year. Cuproptosis is a copper-triggered programmed cell death and is associated with the prognosis and immune response of various cancers. Long non-coding RNA (lncRNA) could serve as a prognostic biomarker and is involved in the progression of BLCA.The gene expression profile of cuproptosis-related lncRNAs was analyzed by using data from The Cancer Genome Atlas. Cox regression analysis and least absolute shrinkage and selection operator analysis were performed to construct a cuproptosis-related lncRNA prognostic signature. The predictive performance of this signature was verified by ROC curves and a nomogram. We also explored the difference in immune-related activity, tumor mutation burden (TMB), tumor immune dysfunction and exclusion (TIDE), and drug sensitivity between the high- and low-risk groups.We successfully constructed a cuproptosis-related lncRNA prognostic signature for BLCA including eight lncRNAs (RNF139-AS1, LINC00996, NR2F2-AS1, AL590428.1, SEC24B-AS1, AC006566.1, UBE2Q1-AS1, and AL021978.1). Multivariate Cox analysis suggested that age, clinical stage, and risk score were the independent risk factors for predicting prognosis of BLCA. Further analysis revealed that this signature not only had higher diagnostic efficiency compared to other clinical features but also had a good performance in predicting the 1-year, 3-year, and 5-year overall survival rate in BLCA. Notably, BLCA patients with a low risk score seemed to be associated with an inflamed tumor immune microenvironment and had a higher TMB level than those with a high risk score. In addition, patients with a high risk score had a higher TIDE score and a higher half maximal inhibitory concentration value of many therapeutic drugs than those with a low risk score.We identified a novel cuproptosis-related lncRNA signature that could predict the prognosis and immune landscape of BLCA.Copyright © 2022 Bai, Zhang, Liu and Quan.","Journal Article; Research Support, Non-U.S. Gov't",Bai Y; Zhang Q; Liu F; Quan J,non_mrna_title,non_mrna_title
36428492,10.3390/biomedicines10112925,2022,Biomedicines,Oncogenic Roles of Polycomb Repressive Complex 2 in Bladder Cancer and Upper Tract Urothelial Carcinoma.,"Cancers of the urinary tract are one of the most common malignancies worldwide, causing high morbidity and mortality, and representing a social burden. Upper tract urothelial carcinoma (UTUC) accounts for 5−10% of urinary tract cancers, and its oncogenic mechanisms remain elusive. We postulated that cancers of the lower and the upper urinary tract may share some important oncogenic mechanisms. Therefore, the oncogenic mechanisms discovered in the lower urinary tract may guide the investigation of molecular mechanisms in the upper urinary tract. Based on this strategy, we revisited a high-quality transcriptome dataset of 510 patients with non-muscle invasive bladder cancer (NMIBC), and performed an innovative gene set enrichment analysis of the transcriptome. We discovered that the epigenetic regulation of polycomb repressive complex 2 (PRC2) is responsible for the recurrence and progression of lower-track urinary cancers. Additionally, a PRC2-related gene signature model was discovered to be effective in classifying bladder cancer patients with distinct susceptibility of subsequent recurrence and progression (log-rank p < 0.001 and = 0.001, respectively). We continued to discover that the same model can differentiate stage T3 UTUC patients from stage Ta/T1 patients (p = 0.026). Immunohistochemical staining revealed the presence of PRC2 components (EZH2, EED, and SUZ12) and methylated PRC2 substrates (H3K27me3) in the archived UTUC tissues. The H3K27me3 exhibited higher intensity and area intensity product in stage T3 UTUC tissues than in stage Ta/T1 tissues (p = 0.006 and 0.015, respectively), implicating stronger PRC2 activity in advanced UTUC. The relationship between H3K27 methylation and gene expression is examined using correlations. The H3K27me3 abundance is positively correlated with the expression levels of CDC26, RP11-2B6, MAPK1IP1L, SFR1, RP11-196B3, CDK5RAP2, ANXA5, STX11, PSMD5, and FGFRL1. It is also negatively correlated with CNPY2, KB-1208A12, RP11-175B9, ZNF692, RANP8, RP11-245C17, TMEM266, FBXW9, SUGT1P2, and PRH1. In conclusion, PRC2 and its epigenetic effects are major oncogenic mechanisms underlying both bladder cancer and UTUC. The epigenetically regulated genes of PRC2 in urothelial carcinoma were also elucidated using correlation statistics.",Journal Article,Huang EY; Chen YK; Ou CP; Chen YT; Chen SF; Huang WJ; Liang KH,not_signature_like_title,not_signature_like_title
36309694,10.1186/s12967-022-03711-1,2022,Journal of translational medicine,m6A-immune-related lncRNA prognostic signature for predicting immune landscape and prognosis of bladder cancer.,"N6-methyladenosine (m6A) related long noncoding RNAs (lncRNAs) may have prognostic value in bladder cancer for their key role in tumorigenesis and innate immunity.Bladder cancer transcriptome data and the corresponding clinical data were acquired from the Cancer Genome Atlas (TCGA) database. The m6A-immune-related lncRNAs were identified using univariate Cox regression analysis and Pearson correlation analysis. A risk model was established using least absolute shrinkage and selection operator (LASSO) Cox regression analyses, and analyzed using nomogram, time-dependent receiver operating characteristics (ROC) and Kaplan-Meier survival analysis. The differences in infiltration scores, clinical features, and sensitivity to Talazoparib of various immune cells between low- and high-risk groups were investigated.Totally 618 m6A-immune-related lncRNAs and 490 immune-related lncRNAs were identified from TCGA, and 47 lncRNAs of their intersection demonstrated prognostic values. A risk model with 11 lncRNAs was established by Lasso Cox regression, and can predict the prognosis of bladder cancer patients as demonstrated by time-dependent ROC and Kaplan-Meier analysis. Significant correlations were determined between risk score and tumor malignancy or immune cell infiltration. Meanwhile, significant differences were observed in tumor mutation burden and stemness-score between the low-risk group and high-risk group. Moreover, high-risk group patients were more responsive to Talazoparib.An m6A-immune-related lncRNA risk model was established in this study, which can be applied to predict prognosis, immune landscape and chemotherapeutic response in bladder cancer.© 2022. The Author(s).","Journal Article; Research Support, Non-U.S. Gov't",Feng ZH; Liang YP; Cen JJ; Yao HH; Lin HS; Li JY; Liang H; Wang Z; Deng Q; Cao JZ,non_mrna_title,non_mrna_title
36268283,10.1155/2022/8408328,2022,Journal of oncology,A Novel Risk Model for lncRNAs Associated with Oxidative Stress Predicts Prognosis of Bladder Cancer.,"Oxidative stress (OS) reactions are closely related to the development and progression of bladder cancer (BCa). This project aimed to identify new potential biomarkers to predict the prognosis of BCa and improve immunotherapy.We downloaded transcriptomic information and clinical data on BCa from The Cancer Genome Atlas (TCGA). Screening for OS genes was statistically different between tumor and adjacent normal tissue. A coexpression analysis between lncRNAs and differentially expressed OS genes was performed to identify OS-related lncRNAs. Then, differentially expressed oxidative stress lncRNAs (DEOSlncRNAs) between tumors and normal tissues were identified. Univariate/multivariate Cox regression analysis was performed to select the lncRNAs for risk assessment. LASSO analysis was conducted to establish a prognostic model. The prognostic risk model could accurately predict BCa patient prognosis and reveal a close correlation with clinicopathological features. We analyzed the principal component analysis (PCA), immune microenvironment, and half-maximal inhibitory concentration (IC50) in the risk groups.We constructed a model containing eight DEOSlncRNAs (AC021321.1, AC068196.1, AC008750.1, SETBP1-DT, AL590617.2, THUMPD3-AS1, AC112721.1, and NR4A1AS). The prognostic risk model showed better results in predicting the prognosis of BCa patients and was strongly correlated with clinicopathological characteristics. We found great agreement between the calibration plots and prognostic predictions in this model. The areas under the receiver operating characteristic (ROC) curve (AUCs) at 1, 3, and 5 years were 0.792, 0.804, and 0.843, respectively. This model also showed good predictive ability regarding the tumor microenvironment and tumor mutation burden. In addition, the high-risk group was more sensitive to eight therapeutic agents, and the low-risk group was more responsive to five therapeutic agents. Sixteen immune checkpoints were significantly different between the two risk groups.Our eight DEOSlncRNA risk models provide new insights into predicting prognosis and clinical progression in BCa patients.Copyright © 2022 Lixiang Feng et al.",Journal Article,Feng L; Yang K; Kuang Q; Peng M; Li L; Luo P,non_mrna_title,non_mrna_title
35731212,10.1158/1541-7786.MCR-20-1029,2022,Molecular cancer research : MCR,TRAF4 Inhibits Bladder Cancer Progression by Promoting BMP/SMAD Signaling.,"Patients with bladder cancer often have a poor prognosis due to the highly invasive and metastatic characteristics of bladder cancer cells. Epithelial-to-mesenchymal transition (EMT) has been causally linked to bladder cancer invasion. The E3 ubiquitin ligase, tumor necrosis factor receptor-associated factor 4 (TRAF4) has been implicated as a tumor promoter in a wide range of cancers. In contrast, here we show that low TRAF4 expression is associated with poor overall survival in patients with bladder cancer. We show that the TRAF4 gene is epigenetically silenced and that ERK mediates TRAF4 phosphorylation, resulting in lower TRAF4 protein levels in bladder cancer cells. In addition, we demonstrate that TRAF4 is inversely correlated with an EMT gene signature/protein marker expression. Functionally, by manipulating TRAF4 expression, we show that TRAF4 regulates EMT genes and epithelial and invasive properties in bladder cancer cells. Transcriptomic analysis of dysregulated TRAF4 expression in bladder cancer cell lines revealed that high TRAF4 expression enhances the bone morphogenetic protein (BMP)/SMAD and inhibits the NF-κB signaling pathway. Mechanistically, we show that TRAF4 targets the E3 ubiquitin ligase SMURF1, a negative regulator of BMP/SMAD signaling, for proteasomal degradation in bladder cancer cells. This was corroborated in patient samples where TRAF4 positively correlates with phospho-SMAD1/5, and negatively correlates with phospho-NFκb-p65. Lastly, we show that genetic and pharmacologic inhibition of SMURF1 inhibits the migration of aggressive mesenchymal bladder cancer cells.Our findings identify E3 ubiquitin ligase TRAF4 as a potential therapeutic target or biomarker for bladder cancer progression.©2022 The Authors; Published by the American Association for Cancer Research.","Journal Article; Research Support, Non-U.S. Gov't",Iyengar PV; Marvin DL; Lama D; Tan TZ; Suriyamurthy S; Xie F; van Dinther M; Mei H; Verma CS; Zhang L,not_signature_like_title,not_signature_like_title
