pmid,doi,year,journal,title,abstract,pubtypes,authors,revision_screening_reasons
36454396,10.1007/s12672-022-00596-w,2022,Discover oncology,Identification and validation of a novel cuproptosis-related lncRNA gene signature to predict prognosis and immune response in bladder cancer.,"Bladder cancer (BCa) is one of the most common malignant tumors in the urogenital system, characterized by the high recurrence rate, mortality rate and poor prognosis. Based on cuproptosis-related long noncoding RNAs (CRLs), this study set out to create a prediction signature to evaluate the prognosis of patients with BCa.RNA-seq data including CRLs and related clinicopathological data were gathered from The Cancer Genome Atlas (TCGA) database (n = 428). The predictive signature was constructed after correlation analysis. Subsequently, relying on the analyzed data from the TCGA database and our sample collection, we examined and verified the connections between CRLs model and important indexes included prognosis, route and functional enrichment, tumor immune evasion, tumor mutation, and treatment sensitivity.Patients in the high-risk group had lower overall survival (OS) than that of low-risk group. Compared with clinicopathological variables, CRLs features have better predictive value according to receiver operating characteristic (ROC) curve. The expression level of CRLs was highly associated with the tumor progress, tumor microenvironment and tumor immune escape. Additionally, we identified that the mutation of TP53, TTN, KMT2D and MUC16 gene were founded in patients with BCa. Lapatinib, pazopanib, saracatinib, gemcitabine, paclitaxel and palenolactone had good antitumor effects for BCa patients in the high-risk group (all P < 0.001).This study revealed the effects of CRLs on BCa and further established CRLs model, which can be used in clinic for predicting prognosis, immunological response and treatment sensitivity inpatient with BCa.© 2022. The Author(s).",Journal Article,Chen J; Guan Y; Li C; Du H; Liang C,non_mrna_feature
36505486,10.3389/fimmu.2022.1055304,2022,Frontiers in immunology,Comprehensive analysis of anoikis-related long non-coding RNA immune infiltration in patients with bladder cancer and immunotherapy.,"Anoikis is a form of programmed cell death or programmed cell death(PCD) for short. Studies suggest that anoikis involves in the decisive steps of tumor progression and cancer cell metastasis and spread, but what part it plays in bladder cancer remains unclear. We sought to screen for anoikis-correlated long non-coding RNA (lncRNA) so that we can build a risk model to understand its ability to predict bladder cancer prognosis and the immune landscape.We screened seven anoikis-related lncRNAs (arlncRNAs) from The Cancer Genome Atlas (TCGA) and designed a risk model. It was validated through ROC curves and clinicopathological correlation analysis, and demonstrated to be an independent factor of prognosis prediction by uni- and multi-COX regression. In the meantime, Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analysis, immune infiltration, and half-maximal inhibitory concentration prediction (IC50) were implemented with the model. Moreover, we divided bladder cancer patients into three subtypes by consensus clustering analysis to further study the differences in prognosis, immune infiltration level, immune checkpoints, and drug susceptibility.We designed a risk model of seven arlncRNAs, and proved its accuracy using ROC curves. COX regression indicated that the model might be an independent prediction factor of bladder cancer prognosis. KEGG enrichment analysis showed it was enriched in tumors and immune-related pathways among the people at high risk. Immune correlation analysis and drug susceptibility results indicated that it had higher immune infiltration and might have a better immunotherapy efficacy for high-risk groups. Of the three subtypes classified by consensus clustering analysis, cluster 3 revealed a positive prognosis, and cluster 2 showed the highest level of immune infiltration and was sensitive to most chemistries. This is helpful for us to discover more precise immunotherapy for bladder cancer patients.In a nutshell, we found seven arlncRNAs and built a risk model that can identify different bladder cancer subtypes and predict the prognosis of bladder cancer patients. Immune-related and drug sensitivity researches demonstrate it can provide individual therapeutic schedule with greater precision for bladder cancer patients.Copyright © 2022 Zhang, Li, Li, Zhou, Chen, Liu, Wang, Jiang, Wang, Liu, Zhao and Li.",Journal Article,Zhang YY; Li XW; Li XD; Zhou TT; Chen C; Liu JW; Wang L; Jiang X; Wang L; Liu M,non_mrna_feature
36425941,10.1155/2022/5643496,2022,Journal of oncology,A New Prognostic Signature Constructed with Necroptosis-Related lncRNA in Bladder Cancer.,"Bladder cancer (BC) accounts for the most common urologic malignancy, leading to a heavy social burden over the world. We aim to search for a novel prognostic biomarker with necroptosis-related lncRNAs of bladder cancer in this study.We download the RNA-sequencing data and corresponding clinical information of BC patients from TCGA. We performed Pearson correlation analysis to identify necroptosis-related lncRNAs (NRlncRNAs). Then, we used univariate Cox regression, Lasso Cox analysis, and multivariate Cox regression to construct the optimal prognostic model. Next, we used Kaplan-Meier curves, Cox regression, receiver operating characteristic (ROC) curves, nomogram, and stratified survival analysis to evaluate the capacity of the prognostic signature. Furthermore, gene set enrichments in the signature and the correlation between prognostic signature and necroptosis genes, tumor microenvironment, immune infiltration, and immune checkpoints of BC were also explored.A 7-NRlncRNAs signature comprising FKBP14-AS1, AL731567.1, LINC02178, AC011503.2, LINC02195, AC068196.1, and AL136084.2 was constructed to predict the prognosis of BC in this research. Cox regression analysis showed that the signature could be an independent prognostic factor for BC patients (P < 0.001). Compared to other clinicopathological characteristics, this signature displayed a better capacity of prediction with the area under the curve (AUC) of 0.745. Stratified analysis using various clinical variables demonstrated that the prognostic signature has good clinical fitness. GSEA showed that focal adhesion and the WNT signaling pathway were enriched in the high-risk group. Immune infiltration analysis indicated that the signature was significantly inversely correlated with infiltration of CD8+ T cells and CD4+ T cells while positively correlated with macrophages and cancer associated fibroblasts. Immune checkpoint analysis revealed that the expressions of protective factors were significantly lower in the high-risk group, while expressions of cancer promotors were significantly higher in this group. The gene expression analysis displayed that necroptosis genes such as FADD, FAS, MYC, STAT3, PLK1, LEF1, EGFR, RIPK3, CASP8, BRAF, ID1, GATA3, MYCN, CD40, and TNFRSF21 were significantly different between the two groups.The 7-NRlncRNAs signature can predict the overall survival of BC and may provide help for the individualized treatment of BC patients.Copyright © 2022 Zuhu Yu et al.",Journal Article,Yu Z; Lu B; Gao H; Liang R,non_mrna_feature
36451815,10.3389/fimmu.2022.1027449,2022,Frontiers in immunology,A novel cuproptosis-related lncRNA signature predicts the prognosis and immune landscape in bladder cancer.,"Bladder cancer (BLCA) is one of the deadliest diseases, with over 550,000 new cases and 170,000 deaths globally every year. Cuproptosis is a copper-triggered programmed cell death and is associated with the prognosis and immune response of various cancers. Long non-coding RNA (lncRNA) could serve as a prognostic biomarker and is involved in the progression of BLCA.The gene expression profile of cuproptosis-related lncRNAs was analyzed by using data from The Cancer Genome Atlas. Cox regression analysis and least absolute shrinkage and selection operator analysis were performed to construct a cuproptosis-related lncRNA prognostic signature. The predictive performance of this signature was verified by ROC curves and a nomogram. We also explored the difference in immune-related activity, tumor mutation burden (TMB), tumor immune dysfunction and exclusion (TIDE), and drug sensitivity between the high- and low-risk groups.We successfully constructed a cuproptosis-related lncRNA prognostic signature for BLCA including eight lncRNAs (RNF139-AS1, LINC00996, NR2F2-AS1, AL590428.1, SEC24B-AS1, AC006566.1, UBE2Q1-AS1, and AL021978.1). Multivariate Cox analysis suggested that age, clinical stage, and risk score were the independent risk factors for predicting prognosis of BLCA. Further analysis revealed that this signature not only had higher diagnostic efficiency compared to other clinical features but also had a good performance in predicting the 1-year, 3-year, and 5-year overall survival rate in BLCA. Notably, BLCA patients with a low risk score seemed to be associated with an inflamed tumor immune microenvironment and had a higher TMB level than those with a high risk score. In addition, patients with a high risk score had a higher TIDE score and a higher half maximal inhibitory concentration value of many therapeutic drugs than those with a low risk score.We identified a novel cuproptosis-related lncRNA signature that could predict the prognosis and immune landscape of BLCA.Copyright © 2022 Bai, Zhang, Liu and Quan.","Journal Article; Research Support, Non-U.S. Gov't",Bai Y; Zhang Q; Liu F; Quan J,non_mrna_feature
36309694,10.1186/s12967-022-03711-1,2022,Journal of translational medicine,m6A-immune-related lncRNA prognostic signature for predicting immune landscape and prognosis of bladder cancer.,"N6-methyladenosine (m6A) related long noncoding RNAs (lncRNAs) may have prognostic value in bladder cancer for their key role in tumorigenesis and innate immunity.Bladder cancer transcriptome data and the corresponding clinical data were acquired from the Cancer Genome Atlas (TCGA) database. The m6A-immune-related lncRNAs were identified using univariate Cox regression analysis and Pearson correlation analysis. A risk model was established using least absolute shrinkage and selection operator (LASSO) Cox regression analyses, and analyzed using nomogram, time-dependent receiver operating characteristics (ROC) and Kaplan-Meier survival analysis. The differences in infiltration scores, clinical features, and sensitivity to Talazoparib of various immune cells between low- and high-risk groups were investigated.Totally 618 m6A-immune-related lncRNAs and 490 immune-related lncRNAs were identified from TCGA, and 47 lncRNAs of their intersection demonstrated prognostic values. A risk model with 11 lncRNAs was established by Lasso Cox regression, and can predict the prognosis of bladder cancer patients as demonstrated by time-dependent ROC and Kaplan-Meier analysis. Significant correlations were determined between risk score and tumor malignancy or immune cell infiltration. Meanwhile, significant differences were observed in tumor mutation burden and stemness-score between the low-risk group and high-risk group. Moreover, high-risk group patients were more responsive to Talazoparib.An m6A-immune-related lncRNA risk model was established in this study, which can be applied to predict prognosis, immune landscape and chemotherapeutic response in bladder cancer.© 2022. The Author(s).","Journal Article; Research Support, Non-U.S. Gov't",Feng ZH; Liang YP; Cen JJ; Yao HH; Lin HS; Li JY; Liang H; Wang Z; Deng Q; Cao JZ,non_mrna_feature
36268283,10.1155/2022/8408328,2022,Journal of oncology,A Novel Risk Model for lncRNAs Associated with Oxidative Stress Predicts Prognosis of Bladder Cancer.,"Oxidative stress (OS) reactions are closely related to the development and progression of bladder cancer (BCa). This project aimed to identify new potential biomarkers to predict the prognosis of BCa and improve immunotherapy.We downloaded transcriptomic information and clinical data on BCa from The Cancer Genome Atlas (TCGA). Screening for OS genes was statistically different between tumor and adjacent normal tissue. A coexpression analysis between lncRNAs and differentially expressed OS genes was performed to identify OS-related lncRNAs. Then, differentially expressed oxidative stress lncRNAs (DEOSlncRNAs) between tumors and normal tissues were identified. Univariate/multivariate Cox regression analysis was performed to select the lncRNAs for risk assessment. LASSO analysis was conducted to establish a prognostic model. The prognostic risk model could accurately predict BCa patient prognosis and reveal a close correlation with clinicopathological features. We analyzed the principal component analysis (PCA), immune microenvironment, and half-maximal inhibitory concentration (IC50) in the risk groups.We constructed a model containing eight DEOSlncRNAs (AC021321.1, AC068196.1, AC008750.1, SETBP1-DT, AL590617.2, THUMPD3-AS1, AC112721.1, and NR4A1AS). The prognostic risk model showed better results in predicting the prognosis of BCa patients and was strongly correlated with clinicopathological characteristics. We found great agreement between the calibration plots and prognostic predictions in this model. The areas under the receiver operating characteristic (ROC) curve (AUCs) at 1, 3, and 5 years were 0.792, 0.804, and 0.843, respectively. This model also showed good predictive ability regarding the tumor microenvironment and tumor mutation burden. In addition, the high-risk group was more sensitive to eight therapeutic agents, and the low-risk group was more responsive to five therapeutic agents. Sixteen immune checkpoints were significantly different between the two risk groups.Our eight DEOSlncRNA risk models provide new insights into predicting prognosis and clinical progression in BCa patients.Copyright © 2022 Lixiang Feng et al.",Journal Article,Feng L; Yang K; Kuang Q; Peng M; Li L; Luo P,non_mrna_feature
36300085,10.3389/fonc.2022.1018285,2022,Frontiers in oncology,"Identification of a dysregulated CircRNA-associated gene signature for predicting prognosis, immune landscape, and drug candidates in bladder cancer.","Increasing evidences have demonstrated that circular RNA (circRNAs) plays a an essential regulatory role in initiation, progression and immunotherapy resistance of various cancers. However, circRNAs have rarely been studied in bladder cancer (BCa). The purpose of this research is to explore new circRNAs and their potential mechanisms in BCa. A novel ceRNA-regulated network, including 87 differentially expressed circRNAs (DE-circRNAs), 126 DE-miRNAs, and 217 DE-mRNAs was constructed to better understanding the biological processes using Cytoscape 3.7.1 based on our previously high-throughput circRNA sequencing and five GEO datasets. Subsequently, five randomly selected circRNAs (upregulated circ_0001681; downregulated circ_0000643, circ_0001798, circ_0006117 and circ_0067900) in 20 pairs of BCa and paracancerous tissues were confirmed using qRT-PCR. Functional analysis results determined that 772 GO functions and 32 KEGG pathways were enriched in the ceRNA network. Ten genes (PFKFB4, EDNRA, GSN, GAS1, PAPPA, DTL, TGFBI, PRSS8, RGS1 and TCF4) were selected for signature construction among the ceRNA network. The Human Protein Atlas (HPA) expression of these genes were consistent with the above sequencing data. Notably, the model was validated in multiple external datasets (GSE13507, GSE31684, GSE48075, IMvigor210 and GSE32894). The immune-infiltration was evaluated by 7 published algorithms (i.e., TIMER, CIBERSORT, CIBERSORT-ABS, QUANTISEQ, MCPCOUNTER, XCELL and EPIC). Next, Correlations between riskscore or risk groups and clinicopathological data, overall survival, recognized immunoregulatory cells or common chemotherapeutic agents of BCa patients were performed using wilcox rank test, chi-square test, cox regression and spearman's correlation analysis; and, these results are significant. According to R package ""GSVA"" and ""clusterProfiler"", the most significantly enriched HALLMARK and KEGG pathway was separately the 'Epithelial Mesenchymal Transition' and 'Ecm Receptor Interaction' in the high- vs. low-risk group. Additionally, the functional experiments in vitro also revealed that the overexpression of has_circ_0067900 significantly impaired the proliferation, migration, and invasion capacities of BCa cells. Collectively, the results of the current study provide a novel landscape of circRNA-associated ceRNA-regulated network in BCa. The ceRNA-associated gene model which was constructed presented a high predictive performance for the prognosis, immunotherapeutic responsiveness, and chemotherapeutic sensitivity of BCa. And, has_circ_0067900 was originally proposed as tumor suppressor for patients with BCa.Copyright © 2022 Shen, Li, Zhang, Zhang, Wu, Da, Yang, Wang, Zhang, Qie, Zhao, Lin, Huang, Zhou and Hu.",Journal Article,Shen C; Li Z; Zhang Y; Zhang Z; Wu Z; Da L; Yang S; Wang Z; Zhang Y; Qie Y,non_mrna_feature
35918812,10.1093/jnci/djac140,2022,Journal of the National Cancer Institute,Discoidin Domain Receptor-Driven Gene Signatures as Markers of Patient Response to Anti-PD-L1 Immune Checkpoint Therapy.,"Anti-programmed cell death 1 (anti-PD-1) and PD ligand 1 (PD-L1) immune checkpoint therapies (ICTs) provided durable responses only in a subset of cancer patients. Thus, biomarkers are needed to predict nonresponders and offer them alternative treatments. We recently implicated discoidin domain receptor tyrosine kinase 2 (DDR2) as a contributor to anti-PD-1 resistance in animal models; therefore, we sought to investigate whether this gene family may provide ICT response prediction.We assessed mRNA expression of DDR2 and its family member DDR1. Transcriptome analysis of bladder cancer (BCa) models in which DDR1 and 2 were perturbed was used to derive DDR1- and DDR2-driven signature scores. DDR mRNA expression and gene signature scores were evaluated using BCa-The Cancer Genome Atlas (n = 259) and IMvigor210 (n = 298) datasets, and their relationship to BCa subtypes, pathway enrichment, and immune deconvolution analyses was performed. The potential of DDR-driven signatures to predict ICT response was evaluated and independently validated through a statistical framework in bladder and lung cancer cohorts. All statistical tests were 2-sided.DDR1 and DDR2 showed mutually exclusive gene expression patterns in human tumors. DDR2high BCa exhibited activation of immune pathways and a high immune score, indicative of a T-cell-inflamed phenotype, whereas DDR1high BCa exhibited a non-T-cell-inflamed phenotype. In IMvigor210 cohort, tumors with high DDR1 (hazard ratio [HR] = 1.53, 95% confidence interval [CI] = 1.16 to 2.06; P = .003) or DDR2 (HR = 1.42, 95% CI = 1.01 to 1.92; P = .04) scores had poor overall survival. Of note, DDR2high tumors from IMvigor210 and CheckMate 275 (n = 73) cohorts exhibited poorer overall survival (HR = 1.56, 95% CI = 1.20 to 2.06; P &lt; .001) and progression-free survival (HR = 1.77 95%, CI = 1.05 to 3.00; P = .047), respectively. This result was validated in independent cancer datasets.These findings implicate DDR1 and DDR2 driven signature scores in predicting ICT response.© The Author(s) 2022. Published by Oxford University Press. All rights reserved. For permissions, please email: journals.permissions@oup.com.","Journal Article; Research Support, N.I.H., Extramural",You S; Kim M; Hoi XP; Lee YC; Wang L; Spetzler D; Abraham J; Magee D; Jain P; Galsky MD,not_bladder
35731212,10.1158/1541-7786.MCR-20-1029,2022,Molecular cancer research : MCR,TRAF4 Inhibits Bladder Cancer Progression by Promoting BMP/SMAD Signaling.,"Patients with bladder cancer often have a poor prognosis due to the highly invasive and metastatic characteristics of bladder cancer cells. Epithelial-to-mesenchymal transition (EMT) has been causally linked to bladder cancer invasion. The E3 ubiquitin ligase, tumor necrosis factor receptor-associated factor 4 (TRAF4) has been implicated as a tumor promoter in a wide range of cancers. In contrast, here we show that low TRAF4 expression is associated with poor overall survival in patients with bladder cancer. We show that the TRAF4 gene is epigenetically silenced and that ERK mediates TRAF4 phosphorylation, resulting in lower TRAF4 protein levels in bladder cancer cells. In addition, we demonstrate that TRAF4 is inversely correlated with an EMT gene signature/protein marker expression. Functionally, by manipulating TRAF4 expression, we show that TRAF4 regulates EMT genes and epithelial and invasive properties in bladder cancer cells. Transcriptomic analysis of dysregulated TRAF4 expression in bladder cancer cell lines revealed that high TRAF4 expression enhances the bone morphogenetic protein (BMP)/SMAD and inhibits the NF-κB signaling pathway. Mechanistically, we show that TRAF4 targets the E3 ubiquitin ligase SMURF1, a negative regulator of BMP/SMAD signaling, for proteasomal degradation in bladder cancer cells. This was corroborated in patient samples where TRAF4 positively correlates with phospho-SMAD1/5, and negatively correlates with phospho-NFκb-p65. Lastly, we show that genetic and pharmacologic inhibition of SMURF1 inhibits the migration of aggressive mesenchymal bladder cancer cells.Our findings identify E3 ubiquitin ligase TRAF4 as a potential therapeutic target or biomarker for bladder cancer progression.©2022 The Authors; Published by the American Association for Cancer Research.","Journal Article; Research Support, Non-U.S. Gov't",Iyengar PV; Marvin DL; Lama D; Tan TZ; Suriyamurthy S; Xie F; van Dinther M; Mei H; Verma CS; Zhang L,single_gene_mechanistic
36186475,10.3389/fgene.2022.990326,2022,Frontiers in genetics,Comprehensive analysis of cuproptosis-related long noncoding RNA immune infiltration and prediction of prognosis in patients with bladder cancer.,"Background: Bladder cancer (BCa), among the world's most common malignant tumors in the urinary system, has a high morbidity and mortality. Though cuproptosis is a new type of cell death mediated by lipoylated tricarboxylic acid (TCA) cycle proteins, the role of cuproptosis-related long noncoding RNAs (crlncRNAs) in bladder tumors awaits further elucidation. In this paper, we tried to explore how important crlncRNAs are for BCa. Methods: The crlncRNAs were first obtained through Pearson correlation analysis of the RNA-seq data and corresponding clinical data downloaded from The Cancer Genome Atlas (TCGA). Then, three lncRNAs were acquired by Cox regression and Lasso regression to build a prognostic model of crlncRNAs for verification. In the meantime, clinicopathological correlation analysis, Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analysis, principal component analysis (PCA), immunoassay, and half-maximal inhibitory concentration prediction (IC50) were carried out. Then, an entire tumor was classified into two clusters by crlncRNA expression to further discuss the differences in prognosis, immune status and drug susceptibility among different subgroups. Results: We obtained a total of 152 crlncRNAs and built a risk model for screened crlncRNAs. We validated the model and found that calibration charts feature a high consistency in verifying nomogram prediction. Receiver operating characteristic (ROC) curve and univariate and multivariate Cox regression suggested that this model can be applied as an independent prognostic factor of bladder cancer due to its high accuracy. According to KEGG analysis, high-risk groups were enriched in cancer and immune-related pathways. During tumor immunoassay, noticeable differences were observed in both immune infiltration and checkpoints between high- and low-risk patients. Of the two subgroups divided among patients by consensus clustering, cluster 2 had a better prognosis, whereas cluster 1 had higher immunoreactivity scores, more immune cell infiltrations and immune checkpoint expressions, and different sensitivities to drugs. Conclusion: The research findings demonstrate that crlncRNAs can be used to predict the prognosis and immune microenvironment of patients suffering from BCa, and differentiate between BCa subgroups to improve the individual therapy of BCa.Copyright © 2022 Zhang, Li, Li, Zhao, Zhou, Jiang, Wen, Meng and Li.",Journal Article,Zhang Y; Li X; Li X; Zhao Y; Zhou T; Jiang X; Wen Y; Meng W; Li S,non_mrna_feature
36118856,10.3389/fgene.2022.952369,2022,Frontiers in genetics,Construction and verification of a novel hypoxia-related lncRNA signature related with survival outcomes and immune microenvironment of bladder urothelial carcinoma by weighted gene co-expression network analysis.,"Background: Bladder urothelial carcinoma (BLCA) is a common malignant tumor with the greatest recurrence rate of any solid tumor. Hypoxia is crucial in the growth and immune escape of malignant tumors. To predict clinical outcomes and immunological microenvironment of patients with BLCA, a hypoxia-related long non-coding RNA (HRlncRNA) signature was established. Methods: The Cancer Genome Atlas (TCGA) provided us with the differentially expressed profile of HRlncRNAs as well as clinical data from patients with BLCA, and we used weighted gene co-expression network analysis (WGCNA) to identify gene modules associated with malignancies. Results: Finally, Cox analysis revealed that HRlncRNAs, which comprised 13 lncRNAs, were implicated in the predictive signature. The training, testing, and overall cohorts of BLCA patients were divided into the low-risk group and high-risk group based on the median of the risk score. The Kaplan-Meier curves revealed that BLCA patients with a high-risk score had a poor prognosis, and the difference between subgroups was statistically significant. The receiver operating characteristic curves revealed that this signature outperformed other strategies in terms of predicting ability. Multivariate analysis revealed that the risk score was an independent prognostic index for overall survival (HR = 1.411; 1.259-1.582; p < 0.001). Then, a nomogram with clinicopathological features and risk score was established. This signature could effectively enhance the capacity to predict survival, according to the calibration plots, stratification, and clinical analysis. The majority of Kyoto Encyclopedia of Genes and Genomes (KEGG) were WNT, MAPK, and ERBB signaling pathways. Two groups had different immune cell subtypes, immune checkpoints, immunotherapy response, and anti-tumor drug sensitivity, which might result in differing survival outcomes. We then validated the differential expression of signature-related genes between tumor and normal tissues using TCGA paired data. Conclusion: This prognostic signature based on 13 HRlncRNAs may become a novel and potential prognostic biomarker, providing more accurate clinical decision-making and effective treatment for BLCA patients.Copyright © 2022 Cai, Zhou, Wei, Wu and Kong.",Journal Article,Cai D; Zhou Z; Wei G; Wu P; Kong G,non_mrna_feature
36061188,10.3389/fgene.2022.906880,2022,Frontiers in genetics,Integrated risk scores from N6-methyladenosine-related lncRNAs are potential biomarkers for predicting the overall survival of bladder cancer patients.,"Background: N6-methyladenosine (m6A) is the most common form of mRNA- and long noncoding RNA (lncRNA)-specific internal modification encountered in eukaryotes, with important effects on mRNA stability, translation, and splicing. The role of m6A-modified lncRNAs (m6A-lncRNAs) in bladder cancer (BLCA) is rarely reported. This study aimed to evaluate an efficient prognostic model of BLCA in patients, based on m6A-lncRNAs, and to discover potential biological targets. Methods: Differentially expressed lncRNAs were investigated in 433 BLCA samples derived from The Cancer Genome Atlas (TCGA) database. Kaplan-Meier and univariate Cox regression analyses were performed to screen for m6A-lncRNAs with prognostic roles in BLCA. We implemented Pearson correlation analysis to analyze 18 potentially prognostic lncRNAs and 20 known m6A-associated genes. Next, the data were imputed using least absolute shrinkage and selection operator (LASSO) Cox regression to establish an m6A-lncRNA prognostic signature. Results: We established an integrated risk score (RS) containing five m6A-lncRNAs and constructed a nomogram that had the ability to forecast the overall survival (OS) of patients with BLCA. We showed that the predictive accuracy of the RS for BLCA prognosis was high, which was confirmed by the area under the receiver operating characteristic (ROC) curve. We analyzed the correlation between tumor immune infiltrating cells and RS in high- and low-risk patients with BLCA and used tumor immune dysfunction and exclusion to predict the effect of immunotherapy. We screened out the most relevant modules of RS through the weighted gene co-expression network analysis network and explored their potential biological functions using GO and KEGG analyses. Conclusion: Our findings demonstrate that, compared with nomograms constructed using a single prognostic factor, the integrated RS represents a superior model for predicting survival in patients with BLCA, which may improve the clinical management of BLCA.Copyright © 2022 Huang, Wang and Huang.",Journal Article,Huang X; Wang HF; Huang S,non_mrna_feature
35964079,10.1186/s41065-022-00245-w,2022,Hereditas,A novel molecular subtypes and risk model based on inflammatory response-related lncrnas for bladder cancer.,"Inflammation and long noncoding RNAs (lncRNAs) are gradually becoming important in the development of bladder cancer (BC). Nevertheless, the potential of inflammatory response-related lncRNAs (IRRlncRNAs) as a prognostic signature remains unexplored in BC.The Cancer Genome Atlas (TCGA) provided RNA expression profiles and clinical information of BC samples, and GSEA Molecular Signatures database provided 1171 inflammation-related genes. IRRlncRNAs were identified using Pearson correlation analysis. After that, consensus clustering was performed to form molecular subtypes. After performing least absolute shrinkage and selection operator (LASSO) and multivariate Cox regression analyses, a risk model constructed based on the prognostic IRRlncRNAs was validated in an independent cohort. Kaplan-Meier (KM) analysis, univariate and multivariate Cox regression, clinical stratification analysis, and time-dependent receiver operating characteristic (ROC) curves were utilized to assess clinical effectiveness and accuracy of the risk model. In clusters and risk model, functional enrichment was investigated using GSEA and GSVA, and immune cell infiltration analysis was demonstrated by ESTIMATE and CIBERSORT analysis.A total of 174 prognostic IRRlncRNAs were confirmed, and 406 samples were divided into 2 clusters, with cluster 2 having a significantly inferior prognosis. Moreover, cluster 2 exhibited a higher ESTIMATE score, immune infiltration, and PD-L1 expression, with close relationships with the inflammatory response. Further, 12 IRRlncRNAs were identified and applied to construct the risk model and divide BC samples into low-risk and high-risk groups successfully. KM, ROC, and clinical stratification analysis demonstrated that the risk model performed well in predicting prognosis. The risk score was identified as an independently significant indicator, enriched in immune, cell cycle, and apoptosis-related pathways, and correlated with 9 immune cells.We developed an inflammatory response-related subtypes and steady prognostic risk model based on 12 IRRlncRNAs, which was valuable for individual prognostic prediction and stratification and outfitted new insight into inflammatory response in BC.© 2022. The Author(s).",Journal Article,Tang F; Zhang J; Lu Z; Liao H; Hu C; Mai Y; Lai Y; Lu Z; Tang Z; Li Z,non_mrna_feature
35593896,10.1007/s11033-022-07563-2,2022,Molecular biology reports,Epithelial-to-mesenchymal transition based diagnostic and prognostic signature markers in non-muscle invasive and muscle invasive bladder cancer patients.,"Diagnostic and prognostic significance of epithelial-to-mesenchymal transition (EMT) associated biomarkers are evaluated in a cohort of NMIBC (non-muscle invasive bladder cancer) and MIBC (muscle invasive bladder cancer) patients.Real-time quantitative polymerase chain reaction (RT-qPCR) and immunohistochemical (IHC) staining were carried out in 100 tumor specimens (59 NMIBC and 41 MIBC). The expressions of the epithelial marker, mesenchymal markers and EMT-activating transcription factors (EMT-ATFs) were determined at transcriptome and protein level followed by their statistical associations with clinicohistopathological variables of the patients. Transcriptomic expression analysis showed statistical relevance of tumor stage with increased Twist and Zeb-1; tumor type with reduced E-cadherin and increased Snail; and smoking/tobacco chewing status (S/TC) of patients with increased N-cadherin and Snail in NMIBC patients. Tumor grade with reduced message E-cadherin, gain of N-cadherin, Snail, Twist and Zeb-1; patients' age with reduced E-cadherin and Twist gain; and tumor type with increased message N-cadherin exhibited associations in MIBC patients. Protein expression analysis identified statistical relevance of tumor grade with nuclear gain of Snail and Twist; and nuclear gain of Slug with S/TC status of NMIBC patients. Novel gain of membranous Vimentin deduced association with patients' age in MIBC patients. Survival analysis identified novel Vimentin as the positive predictor of short progression free survival (PFS) and short overall survival (OS) in MIBC patients. Study established altered EMT profile as the independent negative predictor of short recurrence free survival (RFS) in NMIBC patients and positive predictor of short PFS and OS in MIBC patients.EMT associated biomarkers could provide diagnostic and prognostic risk stratification and hence could be of importance in the clinical management of bladder cancer patients.© 2022. The Author(s), under exclusive licence to Springer Nature B.V.",Journal Article; Retracted Publication,Singh R; Singh UP; Agrawal V; Garg M,publication_type
